id,text,sentiment
541,Euro zone QE helps Standard Life first-quarter funds boost,3
124,CompaniesG4S claims 'positive' start to the year,3
1139,Kingfisher share price slides on cost to implement new strategy,0
69,CompaniesLord Livingston joins Dixons Carphone,3
881,Shell challenges Exxon dominance with 47 billion-pound bid for BG,2
1108,easyJet leads Britain's FTSE lower as global bond rout resumes,1
199,FDA approves Shire's Vyvanse for binge-eating disorder,3
1005,Buffett's Berkshire builds Deere stake  dumps Exxon,1
603,US dollar wipes out sales gains for SABMiller,1
13,Smith & Nephew recalls hip-replacement components,1
131,London Stock Exchange unit in talks to operate Plato venue,2
522,FTSE led lower by M&S  GlaxoSmithKline,1
693,UK's FTSE hits new record highs as CRH climbs,3
382,London stock exchange shareholders vote on merger deal under Brexit cloud,1
504,Britain's FTSE eyes 7th straight daily rise; Wolseley lags,1
402,Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing,1
439,Anheuser-Busch InBev Increases Offer for Rival SABMiller,3
227,Shire says internal synergy goals from Baxalta deal higher,3
8,Centrica prepared for takeover approach - chairman,2
244,UPDATE 3-BP settles oil spill-related claims with Halliburton  Transocean,2
523,FTSE edges up as investors cheer Kingfisher results,4
949,CompaniesNew Aggreko CEO to reshape business  strip costs,2
995,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,3
285,Barclays poised to replace Sir Mike Rake as he heads for exit,2
815,HSBC shakes up board with two new business chiefs  three departures,2
253,Former Aviva Investors analyst Mothahir Miah banned and fined Â£139000 by FCA ...,1
923,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,3
103,Standard Chartered Not Raising Capital Yet As Dividend Cut,2
502,Credit Suisse poaches Prudential's Thiam for Asian push,2
790,ITV shares dip after update,1
320,British American Tobacco says would fight UK 'plain packaging' law,2
154,Warren Buffett's Berkshire Hathaway buys stake in Apple,3
958,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort,1
802,Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,0
1038,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,3
87,UK lawmakers warn Royal Mail against further price hikes,2
850,Britain's FTSE gains  Land Securities up after dividend hike,3
138,Italy Probes Shell's Role in Purchase of Nigerian Oil Block,1
504,Britain's FTSE eyes 7th straight daily rise; Wolseley lags,1
360,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,1
221,AstraZeneca diabetes drug combination faces delay after FDA rebuff,1
472,CompaniesSanofi poaches immunology expert from AstraZeneca,2
913,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,3
925,InterContinental Hotels denies exploring sale or merger,2
544,Glencore slumps 25 pct as debt fears grow,0
709,Greenpeace Protest of BP Forces British Museum to Close,1
663,Lloyds sells Irish loan portfolio for Â£827m,2
249,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,2
41,BHP Billiton posts big loss  slashes dividend,0
346,CFTC fines Barclays $560000 for inaccurate swaps position reports,0
411,Shell offers 50 percent premium to buy BG for $70 billion,3
927,Hargreaves Lansdown says first-quarter assets hit by stock market flux,1
662,FTSE rallies off three-month low  boosted by StanChart  Sainsbury,3
5,Bilfinger Industrial Services win Â£100m BP contract extension,2
62,RBS will reportedly appoint Howard Davies as its next chairman,2
104,Tesco set to sell Kipa  Giraffe businesses - Sky News,3
229,Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,4
639,The Latest: Buffett says cuts will pay off at Kraft Heinz,3
778,Morrisons share price: Group trading director departs as management cull ...,2
949,CompaniesNew Aggreko CEO to reshape business  strip costs,2
1054,BHP  Residents Brace as Cyclone Stan Nears Australian Coast,2
874,AB InBev approaches SABMiller to explore $250bn tie-up,3
425,AB InBev offers to sell some SABMiller brands,3
1118,WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive,2
596,US walrus protections hit Shell's Arctic drilling plan,1
484,Warren Buffett's Berkshire Hathaway buys stake in Apple,4
518,Royal Mail and workers' union agree pay deal,3
246,Morrisons faces festive sales test,2
441,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,3
642,Gabon Considering Back Tax Penalties Against Royal Dutch Shell,1
1126,Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies,2
653,Brewer AB InBev seeks $275 bln tie-up with SABMiller,3
150,Tesco says recovery plan working after profit collapse,3
851,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,3
339,RBS  Lloyds Most Exposed to Commercial Property  JPMorgan Says,2
1095,Sainsbury's  Asda  Tesco and Morrisons will all cut petrol prices as oil falls ...,1
751,Oil majors like Royal Dutch Shell  Chevron  BP fail to find reserves to counter ...,1
693,UK's FTSE hits new record highs as CRH climbs,3
72,Severn Trent share price rises as first half profit inches up as customer ...,3
521,Tesco share price: Brand Guarantee comes under fire,1
10,Barclays  Deutsche Bank Fight to Lift Profit Just Got Harder,1
252,Spain's Caixabank launches new takeover bid for Banco BPI,2
191,Warren Buffett's Awesome Feat at Berkshire Hathaway  Revisited,2
847,Companies Thetrainline.com announces arrival of London IPO,3
807,Former Barclays traders stand trial in Libor case,1
1029,BHP Billiton slashes dividend  posts $5.67 billion net loss,1
1107,London open: Taylor Wimpey and Ashtead drive markets higher  Barclays falls,0
1072,Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...,3
75,Aviva suspends trading in Â£1.8bn UK property fund,0
693,UK's FTSE hits new record highs as CRH climbs,3
943,FTSE falls to 3-month low on Greek debt concerns  easyJet skids,1
951,Exclusive - Britain targets sale of half its RBS stake in two years: sources,1
948,Tesco shares jump 6% after Christmas sales beat expectations,4
925,InterContinental Hotels denies exploring sale or merger,2
256,Do it for me' trend underpins UK sales growth at Kingfisher,3
922,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,1
113,Aviva  M&G suspend property funds as investors panic,0
27,Kingfisher takeover of Mr Bricolage could hit a brick wall,1
361,Britain cuts Lloyds Banking Group stake to below 17 pct,1
217,Shire to buy NPS for $5.2 billion to boost rare disease drugs,3
357,Persimmon share price climbs on 23% rise in full-year revenue,4
46,News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,3
137,Standard Chartered Shares Jump Most Since '12 After Upgrades,4
551,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million,3
1082,AstraZeneca to cut costs but stays silent on M&A talk,2
294,AstraZeneca sells US drug rights to Perrigo for $380 mln,3
306,Persimmon sees post-election pick-up,3
873,Britain facing winter of blackouts as National Grid warns of tightest power ...,1
216,RBS and Barclays shares temporarily suspended amid heavily losses,0
1045,Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs,2
1017,Is It Worth Investing In Tesco PLC And Prudential plc Now?,2
183,Easyjet targets business travellers with new perks,2
400,Shire share price: Group releases full-year results,3
705,Intertek Group announces strategic update outlining its plan,2
472,CompaniesSanofi poaches immunology expert from AstraZeneca,2
219,BHP Billiton says no settlement yet on Brazil dam disaster,2
1024,GKN to buy Fokker Technologies for 706 mln euros,3
708,AstraZeneca sells Caprelsa rights to Sanofi unit,3
819,CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100,0
185,Shire proposes $30 bln all-share tie-up with Baxalta,3
64,Petrofac books further Â£30m cost for Shetland gas terminal delays,1
995,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,3
916,Lloyds is cutting more than 600 jobs and shutting 21 branches,1
676,RBS chairman admits surprise at size of regulatory penalties,1
147,FDA panel backs safety updates for AstraZeneca  Takeda drugs,2
812,HSBC  Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out',1
953,Saudi Aramco  Shell plan to break up Motiva  divide up assets,3
118,Standard Chartered share price: Aberdeen CEO would back potential capital increase,2
976,Aviva weighs cash handout after beating profit forecast,3
499,EasyJet to pass on lower fuel prices to customers,2
187,Valeant Names Interim Leader as CEO Remains Hospitalized,2
101,FCA bans former RBS Libor submitter,1
285,Barclays poised to replace Sir Mike Rake as he heads for exit,2
387,Glencore Sells $2.5 Billion Stake in Agriculture Unit,3
174,ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,2
1137,FDA panel backs Glaxo asthma drug for adults  not adolescents,3
1092,Bloomberg buys Barclays' benchmarking business,3
1000,Diageo receives reports from United Spirits on financial irregularities involving ...,1
541,Euro zone QE helps Standard Life first-quarter funds boost,3
421,HSBC Preparing Job Cuts That May Target 20000 Workers  Sky Says,1
929,CompaniesThiam received Â£5m pay packet for final months at Prudential,2
208,AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma,3
772,AstraZeneca's patent on asthma drug invalidated by US court,0
1066,Persimmon shares nudge higher as housebuilder sees strong 2014,3
984,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,3
159,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,2
633,FTSE 100 moves lower  but HSBC outperforms,3
601,We'd support HSBC leaving London  says Standard Life,2
987,BP set to cut hundreds of jobs at North Sea operations,0
955,Standard Chartered faces fresh claims of Iran sanctions violations,1
613,Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank,2
200,Entertainment One dispels ITV takeover rumours,2
193,SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...,2
6,Bilfinger Industrial Services win Â£100m BP contract extension,3
823,BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine,1
1083,Buffett's Berkshire builds Deere stake  dumps Exxon,2
1132,Berkshire applies to boost Wells Fargo stake above 10 percent,3
110,Japan's Nikkei lands Financial Times in $1.3 billion deal,3
935,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,2
384,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,2
966,Admiral Group posts decline in 2014 earnings,1
416,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,4
1128,Activist Fund TCI Backs German Takeover of London Stock Exchange,3
414,Unilever posts weaker-than-expected fourth quarter,1
448,Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions,2
420,EU drops Shell  BP  Statoil from ethanol benchmark investigation,3
98,DBS  Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...,3
249,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,2
923,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,3
1011,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,0
34,Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,3
622,RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned,2
280,CompaniesAstraZeneca wins nod for 'blockbuster' hopeful,3
1079,GSK aims to file up to 20 new drugs for approval by 2020,3
428,Barclays says not been offered deferred prosecution deal by SFO,2
181,LPC-Glencore launches refinancing of $8.45billion loan,2
502,Credit Suisse poaches Prudential's Thiam for Asian push,2
551,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million,3
1084,Barclays Not Convinced by Gains in South African Stocks: Chart,2
429,Aviva promises higher dividends to boost flagging share price,3
129,City spirits sink after Diageo comes up short with sales slide,1
836,Prudential hit by withdrawals from M&G investment arm,0
339,RBS  Lloyds Most Exposed to Commercial Property  JPMorgan Says,2
516,AstraZeneca sells Caprelsa rights to Sanofi unit,3
1138,Barclays set to name former JPMorgan banker Staley as new CEO,2
307,Fewer multi-buys hurt Sainsbury's market share,1
552,LSE Group names former SEC head Schapiro non-executive director,2
682,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,3
170,Verizon and AT&T accused of hurting rivals,1
1125,US Seeks Huawei Records on Dealings With Sanctioned Nations,1
1043,Tesco leads leap in FTSE 100; Marks & Spencer drops,3
529,Buffett's Berkshire builds Deere stake  dumps Exxon,3
665,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,3
751,Oil majors like Royal Dutch Shell  Chevron  BP fail to find reserves to counter ...,1
140,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,2
564,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,4
125,UPDATE 3-BP settles oil spill-related claims with Halliburton  Transocean,2
27,Kingfisher takeover of Mr Bricolage could hit a brick wall,1
426,RPT-UK supermarkets braced for battle as Tesco comes out fighting,2
169,ABN Amro: Bank that brought down RBS poised for return to the market,3
1018,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,3
506,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,2
877,Nine banks including Barclays  Citi  agree to pay $2 billion to settle forex ...,0
95,Helge Lund moves to BG a month early,2
176,Sainsbury's  Asda  Tesco and Morrisons will all cut petrol prices as oil falls ...,1
685,RBS becomes a shadow of its former self,0
1106,RBI surprises Street; Sensex pares gains after hitting mount 30k,1
1026,Pearson in Talks to Sell Its Stake in the Economist Group,3
695,Shell share price: Standard Life announce position against BG acquisition,2
678,CRH's concrete bid for Holcim Lafarge assets,3
605,Lloyds Banking Group to cut 640 jobs and close 23 branches,3
228,WPP wins race for 'programmatic buying' agency Essence Digital,3
793,Ruling sets lower limit on potential fine for BP,1
558,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,0
802,Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,0
24,Whitbread eyes savings  price rises to offset wage rises,2
168,Glencore shares rally after miner hits back,3
224,CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows,0
1032,Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates,3
1067,UPDATE 1-BG Group's record output limits oil price fallout,2
629,GSK reveals strong trial results for shingles drug,3
342,European shares fall on Chinese import data  SABMiller soars,3
486,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,3
900,Easyjet traffic hit by air traffic controller strikes and terrorism,1
3,EasyJet attracts more passengers in June but still lags Ryanair,3
755,UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,2
1128,Activist Fund TCI Backs German Takeover of London Stock Exchange,3
218,Tesco's boardroom clearout continues,2
256,Do it for me' trend underpins UK sales growth at Kingfisher,3
456,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,0
1054,BHP  Residents Brace as Cyclone Stan Nears Australian Coast,2
530,BUZZ-BG Group: outperforms sector after record output,4
496,Old Mutual to split up  may list some businesses,2
313,Why Shell Cut Ties to Conservative Lobby Group Over Climate Change,2
291,Glencore tells investors it is on track to reduce debt: Barclays,3
145,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,2
592,Standard Chartered Will Close Equity Sales and Research Business,1
966,Admiral Group posts decline in 2014 earnings,1
909,Berkshire Hathaway's 4Q profit declines 17 percent,0
91,News FeedFTSE 100 movers: Standard Chartered lifted while AstraZeneca sinks,0
947,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,2
716,CompaniesPound to boost ABF for now  but mixed impact ahead,3
175,Hargreaves Landown slides on trading update,1
319,Failure of leadership' behind Tesco troubles  says former CEO Leahy,1
714,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,3
1025,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,3
299,Barclays says has spent $150 million on US 'living will',2
341,CompaniesLSE adds ex-SEC head Schapiro to board,2
190,MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,3
109,Industry NewsWolseley confident in reslilience amid mixed markets,3
262,LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks,1
878,After Barclays and Bank of America  Citigroup has blockchain in sight,2
508,Warren Buffett's Berkshire adds to favorites IBM  Wells Fargo,3
792,Glencore shares enjoy bounce-back after Hong Kong-led surge,3
743,Are ARM Holdings plc  Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?,2
124,CompaniesG4S claims 'positive' start to the year,3
882,Should You Buy Jumbo Yielders British American Tobacco plc  Centrica PLC & John Wood Group PLC?,2
1040,Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts,3
1117,Copper Prices up on Glencore Cuts to Zinc Supply,3
842,Investor Woodford calls for outsider to head GlaxoSmithKline,2
117,Kraft  Cadbury's and Britvic in Total Recall: how pulling a product affects profit,2
858,Shire Offers to Buy Baxalta for $30 Billion,3
376,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,1
4,Barclays 'bad bank' chief to step down,1
117,Kraft  Cadbury's and Britvic in Total Recall: how pulling a product affects profit,2
187,Valeant Names Interim Leader as CEO Remains Hospitalized,2
88,StanChart and RBS struggle in Bank of England stress tests,1
287,Tata Steel working with StanChart for UK unit sale - source,2
263,PRESS: Serco Set To Appoint Roy Gardner  Ex-Centrica  As Chairman - FT,2
761,Reluctant shareholder George Osborne loses patience with RBS,1
610,Associated British Foods Profit Hit by Strong Sterling  Tough Sugar Business,1
910,Ex-Barclays traders sentenced to up to six years' jail in Libor case,0
1035,Direct Line rings up higher profit,3
860,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,3
1120,UK government cuts stake in Lloyds to below 11 pct,1
648,Tesco to close remaining Homeplus stores in UK,1
514,Saudi Aramco  Shell plan to break up Motiva  divide up assets,2
954,InterContinental Hotels Denies Reports of Starwood Merger Talks,2
123,Tushar Morzaria is bookies' favourite to be new Barclays chief executive,2
224,CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows,0
172,Johnson Matthey profit falls but dividend rises,2
176,Sainsbury's  Asda  Tesco and Morrisons will all cut petrol prices as oil falls ...,1
1109,AB InBev to Sell SABMiller Stake in China's Snow Beer,2
860,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,3
1075,After Barclays and Bank of America  Citigroup has blockchain in sight,2
838,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,2
658,Shell challenges Exxon dominance with 47 billion-pound bid for BG,3
839,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,2
201,Despite sales growth  UK's Tesco cautions recovery to be bumpy,2
21,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,2
590,UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion  pips Actelion,3
555,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,3
117,Kraft  Cadbury's and Britvic in Total Recall: how pulling a product affects profit,2
797,Credit checker Experian reports fall in full-year profit,1
311,Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones,3
593,CompaniesNational Grid lines up sale of gas business,2
564,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,4
44,Britain's FTSE advances as Royal Mail rises,3
183,Easyjet targets business travellers with new perks,2
273,UPDATE 1-Nomura  RBS must pay $806 mln in mortgage bond case-US judge,0
854,Lloyds Will Cut 640 Jobs  Close 23 Branches as Part of 2014 Plan,3
127,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,3
267,SSE faces profiteering accusations despite 5.3% cut in gas charges,1
1104,Sainsbury's says to outperform rivals in tough market,3
720,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,3
161,MarketsUS industrials lag as Barclays dims view,1
889,Sainsbury's and Glencore give FTSE a three-digit lift - London Report,4
153,Intercontinental Hotels  Starwood held early deal talks - FT,2
765,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,3
781,Retail focus helps to shield Lloyds from banking chill,3
951,Exclusive - Britain targets sale of half its RBS stake in two years: sources,1
753,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,1
673,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,2
755,UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,2
150,Tesco says recovery plan working after profit collapse,3
261,Barclays denies deferred prosecution offer from SFO,2
647,United Utilities' full-year underlying operating profit falls 9 percent,1
390,Britain's FTSE hits three-week low as financials  Tesco fall,0
385,Dave Lewis paid Â£4.1m for first 6 months at Tesco,2
2,Glencore to refinance its short-term debt early  shares rise,3
410,Insight hires Aviva's David Hillier for multi-asset team,2
779,Lloyds returns Â£13bn to UK taxpayer,2
25,Britain's FTSE lifted by solid Kingfisher,4
950,Verizon and AT&T accused of hurting rivals,1
231,AstraZeneca bags another cancer drug deal  this time with Inovio,3
993,Domino's Pizza worker sacked after crude slur aimed at customer on order screen,1
71,World's banks may halve jobs and branches within 10 years - Barclays ex-boss,1
1029,BHP Billiton slashes dividend  posts $5.67 billion net loss,1
105,United Utilities FY profit up 3.5%; to boost capex,3
1086,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,3
918,Britain's FTSE steadies below record high  BHP gains,3
727,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,2
517,Industry NewsWood Group wins multi-million dollar contract with BP,3
1003,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,3
923,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,3
334,Water utility Severn Trent ups savings forecast  FY profit falls,2
598,CompaniesTullow says gas exports at key field disrupted,1
351,BP cuts capex for third time this year to deal with weak oil,1
727,Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,2
208,AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma,3
841,CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,2
439,Anheuser-Busch InBev Increases Offer for Rival SABMiller,3
444,Buffett talks wind energy  Coca-Cola at Berkshire meeting,2
340,Legal & General share price: Finance chief to step down,2
100,Glencore sells agri unit stake for $2.5 billion to Canadian pension fund,3
89,StanChart may see white knight takeover on painful recovery - CLSA,2
923,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,3
348,Tesco turnaround gathers pace under new CEO,3
805,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,3
1113,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,1
136,Barclays appoints JPMorgan's Paul Compton as new COO,2
596,US walrus protections hit Shell's Arctic drilling plan,1
524,HSBC chief hit with tax-avoidance scandal,1
388,AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...,2
656,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,4
40,Brazil Vale says will appeal ruling to block assets for dam burst,2
73,Clinigen chosen by AstraZeneca to manage access programme for next ...,3
289,AO World shares tumble on profit warning,0
738,FTSE ends lower on weaker miners  Tesco outperforms,3
1125,US Seeks Huawei Records on Dealings With Sanctioned Nations,1
453,MarketsBP promotes upstream boss to deputy CEO,2
323,Are ARM Holdings plc  Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?,2
527,HSBC appoints business leaders to board,2
1023,IAG closes in on Aer Lingus with increased offer,3
847,Companies Thetrainline.com announces arrival of London IPO,3
629,GSK reveals strong trial results for shingles drug,3
188,AstraZeneca weighing up Acerta bid to secure blood cancer drug,3
497,RBS  Lloyds Most Exposed to Commercial Property  JPMorgan Says,2
998,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2
614,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,1
846,UPDATE 1-UK to start selling remaining Royal Mail shares,1
557,OCBC to Buy Barclay's Wealth Management Unit in Singapore  Hong Kong,3
500,Tesco loses two more directors as Garfield and Tammenoms step down,1
562,Compass Group says positive for year ahead,4
198,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,3
1048,Valeant Said to Name New CEO With Pearson Still Hospitalized,2
920,Can Standard Chartered PLC  BP plc & Burberry Group plc Keep Charging?,2
1056,Barclays brands financier Amanda Staveley's $1bn claim as misconceived,1
