id,text,sentiment
872,SAB's Chairman Digs In With Board Divided on InBev Offer,2
245,Pearson Forecasts Rising Earnings as Reorganization Pays Off,3
939,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,3
629,GSK reveals strong trial results for shingles drug,3
1137,FDA panel backs Glaxo asthma drug for adults  not adolescents,3
31,Johnson Matthey profit lifted by metals unit sale,3
820,Philip Morris  BAT Sue Over Law Taking Branding Off Packs,2
739,CompaniesCoutts raids JPMorgan Chase for new CEO,2
1101,CompaniesGlencore's annual results beat forecasts,4
855,Royal Mail turnaround proving expensive in tough UK market,2
940,Shire to buy NPS for $5.2 billion to boost rare disease drugs,3
754,GSK hopes big clinical trial can breath new life into lung drug,2
489,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,3
79,BHP Billiton half-year profit falls  beats forecasts,2
1031,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,1
148,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2
751,Oil majors like Royal Dutch Shell  Chevron  BP fail to find reserves to counter ...,1
604,AstraZeneca digs into precision medicine with lung  heart deals,3
782,UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds,2
505,EU regulator backs approval for GSK injectable asthma drug,3
1125,US Seeks Huawei Records on Dealings With Sanctioned Nations,1
347,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,2
152,Shell and BG Shareholders to Vote on Deal at End of January,2
306,Persimmon sees post-election pick-up,3
282,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,2
878,After Barclays and Bank of America  Citigroup has blockchain in sight,2
655,Kingfisher takeover of Mr Bricolage could hit a brick wall,1
1081,BT finance director Tony Chanmugam to step down,2
700,Can Christmas Save Sainsbury's plc And Tesco plc?,2
559,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,3
481,BP joins forces with Det Norske in Norway,3
489,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,3
983,Dyson Wants to Create a Hair Dryer Revolution,3
707,Industry NewsHammerson joint venture buys Dublin loan portfolio,3
845,Goldman Sachs  Barclays  HSBC downplay Brexit threat,2
217,Shire to buy NPS for $5.2 billion to boost rare disease drugs,3
242,Kraft  Cadbury's and Britvic in Total Recall: how pulling a product affects profit,2
143,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,1
408,Reed Elsevier to rename itself RELX Group,2
663,Lloyds sells Irish loan portfolio for Â£827m,2
1024,GKN to buy Fokker Technologies for 706 mln euros,3
501,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,1
769,SSE share price: Peterhead station to supply voltage support to National Grid,3
124,CompaniesG4S claims 'positive' start to the year,3
396,Berkshire discloses unit's ties to Iran  opens probe,1
1024,GKN to buy Fokker Technologies for 706 mln euros,3
1119,Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?,0
306,Persimmon sees post-election pick-up,3
1099,Shire share price under pressure after $32bn Baxalta deal,2
352,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,3
1121,Passengers rise at EasyJet and Aer Lingus,3
233,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,0
1,IMI posts drop in first-quarter organic revenue; warns on full year,1
454,Glencore swings to loss  will sell more assets,1
5,Bilfinger Industrial Services win Â£100m BP contract extension,2
40,Brazil Vale says will appeal ruling to block assets for dam burst,2
1037,AstraZeneca sells rights to anaesthetics to South Africa's Aspen,3
501,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,1
1048,Valeant Said to Name New CEO With Pearson Still Hospitalized,2
440,UK government sells more Lloyds shares  cuts stake to below 12 percent,1
930,UPDATE 1-BHP Billiton's credit ratings fragile in FY16  agencies warn,1
273,UPDATE 1-Nomura  RBS must pay $806 mln in mortgage bond case-US judge,0
573,National Grid's pretax profit rises 15 percent,4
791,Centrica extends gas deals with Gazprom  Statoil,3
860,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,3
914,Stars aligned' for AB InBev's megabrew merger plan,3
266,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,3
507,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,3
193,SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...,2
843,Randgold Resources third quarter profit slips despite record production,1
461,ARM Royalties Accelerate as Smartphone Market Regains Strength,3
327,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,2
733,U.K. Stocks Resume Gains to Rally to Record; CRH  Tullow Climb,4
142,AstraZeneca does US$770mln anaesthetic deal,3
54,Dividends Unleashed At Royal Bank of Scotland Group plc,3
706,Valeant CEO Pledges to Heed Critics After `Painful' Experience,1
888,Royal Mail share price edges lower as group raises stamp price,1
1099,Shire share price under pressure after $32bn Baxalta deal,2
48,Landlord Hammerson's NAV rises on increased leasing activity,4
501,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,1
18,BP Seeks to Get Back Some Gulf Oil Spill Business Payouts,2
577,HSBC keeps headquarters in London  rejects move to Hong Kong,2
689,AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,3
333,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,2
1012,Diageo Shares Surge on Report of Possible Takeover by Lemann,3
533,Industry NewsG4S makes 'positive' start to year  no new impairments,3
676,RBS chairman admits surprise at size of regulatory penalties,1
368,Spain's CaixaBank Expects To Close Deal For Banco BPI,3
734,Royal Bank of Scotland becomes Facebook customer,3
1134,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),3
440,UK government sells more Lloyds shares  cuts stake to below 12 percent,1
854,Lloyds Will Cut 640 Jobs  Close 23 Branches as Part of 2014 Plan,3
899,CompaniesCoutts raids JPMorgan Chase for new CEO,2
883,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,3
478,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,1
488,Glencore Cuts 2015 Budget  Plans To Divest From Lonmin,1
1064,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,0
616,Barclays hit with record fine as six banks settle forex scandal,0
64,Petrofac books further Â£30m cost for Shetland gas terminal delays,1
304,Aberdeen Asset Management Gains Foothold In China,3
708,AstraZeneca sells Caprelsa rights to Sanofi unit,3
418,NYSE owner ICE considers offer for LSE,3
269,Shell  Chevron Await LNG's Return From `Pause Mode',2
294,AstraZeneca sells US drug rights to Perrigo for $380 mln,3
920,Can Standard Chartered PLC  BP plc & Burberry Group plc Keep Charging?,2
201,Despite sales growth  UK's Tesco cautions recovery to be bumpy,2
950,Verizon and AT&T accused of hurting rivals,1
275,AstraZeneca chases Acerta to secure next cancer drug winner,3
555,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,3
66,TalkTalk hires BAE Systems to investigate cyber attack,3
310,AstraZeneca profit down as sales of stalwarts fade,1
96,Tesco set to sell Kipa  Giraffe businesses - Sky News,2
702,FTSE boosted by Dixons Carphone with Fed in focus,3
643,Barclays picks ex-JPMorgan exec Staley as new CEO  to start Dec 1,2
1018,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,3
993,Domino's Pizza worker sacked after crude slur aimed at customer on order screen,1
343,News FeedSchroders books solid earnings growth  several board changes,3
547,Barclays Executive Harrison Denies Knowledge of Libor Fixing,1
438,Lloyds Banking Group eyes return to dealmaking with MBNA bid,3
440,UK government sells more Lloyds shares  cuts stake to below 12 percent,1
977,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,1
712,Insight - Britain's bank tax jump threatens to push HSBC  StanChart to new home,2
389,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,3
377,Weir Group offloads two renewables units,2
252,Spain's Caixabank launches new takeover bid for Banco BPI,2
550,CompaniesAB InBev signals it won't go hostile for SABMiller,2
884,Unilever Finds Growth More Elusive as Sales Meet Estimates,3
488,Glencore Cuts 2015 Budget  Plans To Divest From Lonmin,1
491,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,3
254,ARM shrugs off smartphone slowdown as newer designs win share,2
1106,RBI surprises Street; Sensex pares gains after hitting mount 30k,1
366,Friday Papers: Sir Philip Green sells BHS for Â£1,2
983,Dyson Wants to Create a Hair Dryer Revolution,3
565,Unilever head's resignation sparks spinoff talk,2
833,Amazon to attack UK grocery market with Morrisons deal,3
43,UPDATE 2-EasyJet sees better first half on lower fuel bill,4
346,CFTC fines Barclays $560000 for inaccurate swaps position reports,0
89,StanChart may see white knight takeover on painful recovery - CLSA,2
640,Glencore Studies Possible IPO for Agricultural Trading Business,3
548,Standard Life hit by 'unprecedented' number of calls on pension freedoms,1
431,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,1
219,BHP Billiton says no settlement yet on Brazil dam disaster,2
301,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,3
1025,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,3
1024,GKN to buy Fokker Technologies for 706 mln euros,3
715,Prudential shares halted in Hong Kong pending announcement,1
566,AstraZeneca wins US approval for longer use of blood thinner,3
414,Unilever posts weaker-than-expected fourth quarter,1
140,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,2
911,BP slashes capital spending by 20%,1
824,RBI surprises Street; Sensex pares gains after hitting mount 30k,4
279,BG Group Still Happy With Shell's $70 Billion Offer,3
846,UPDATE 1-UK to start selling remaining Royal Mail shares,1
893,Glencore Agrees to Sell Minority Stake in Agriculture Business,3
605,Lloyds Banking Group to cut 640 jobs and close 23 branches,3
437,StanLife leads FTSE after strong earnings,4
525,British government stake in Lloyds Banking Group fa,2
1103,Pfizer to cut 120 jobs with closure of Cambridge R&D centre,1
698,MarketsMoneysupermarket slides 11% on Barclays Brexit warning,0
1136,BG Group appoints new CEO one month early,2
1047,TalkTalk hires BAE Systems to investigate cyber attack,2
163,US DOJ antitrust unit subpoenas Mylan over pricing of doxycycline,0
526,AstraZeneca's $727 million play to do away with chemotherapy,3
363,BP Reports $583 Million Loss in First Quarter,0
59,Johnson Matthey revs up on clean air drive,3
497,RBS  Lloyds Most Exposed to Commercial Property  JPMorgan Says,2
539,Bidders Abandon Auction Of Tesco Data Unit,1
245,Pearson Forecasts Rising Earnings as Reorganization Pays Off,3
1030,StanChart capital raising would be major surprise -investor Aberdeen,2
864,BP's fine for 2010 oil spill capped at $13.7 billion,0
730,Aldi and Lidl expansion plans speed ahead as Tesco  Sainsbury's  Morrisons ...,3
521,Tesco share price: Brand Guarantee comes under fire,1
481,BP joins forces with Det Norske in Norway,3
154,Warren Buffett's Berkshire Hathaway buys stake in Apple,3
1025,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,3
869,Royal Mail share price: Postal service issues trading update,2
384,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,2
938,Standard Life stands tall amid pension reform,3
1042,Priceline's stock jumps to new high for the year after Barclays upgrade,4
379,Industry NewsRevenue  earnings take a tumble at Weir Group,0
45,CompaniesTesco sheds Harris & Hoole coffee shops,3
601,We'd support HSBC leaving London  says Standard Life,2
59,Johnson Matthey revs up on clean air drive,3
535,Old Mutual share price: Wealth unit seen as blue-chip company,4
373,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,3
1042,Priceline's stock jumps to new high for the year after Barclays upgrade,4
980,Worldpay readies for Â£6bn London float,2
829,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,3
378,Aggreko says first half profits will be lower as the oil price rout claims its latest victim,1
690,Market Report: Aviva tops the market as traders approve of its choice of Friends,3
879,Early victory for new CEO as Morrisons beats forecasts,4
628,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,4
451,AstraZeneca says new lung cancer pill Tagrisso approved by EU,3
678,CRH's concrete bid for Holcim Lafarge assets,3
995,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,3
377,Weir Group offloads two renewables units,2
963,Dave Lewis admits long road ahead for Tesco recovery,1
713,Royal Mail chairman Donald Brydon set to step down,1
354,US sanctions put Gazprom-Shell alliance plans in jeopardy,1
795,Shell challenges Exxon dominance with 47 billion-pound bid for BG,2
304,Aberdeen Asset Management Gains Foothold In China,3
62,RBS will reportedly appoint Howard Davies as its next chairman,2
5,Bilfinger Industrial Services win Â£100m BP contract extension,2
617,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders,0
986,CORRECTED-Shire to buy Dyax for about $5.9 bln,4
901,Dixons Carphone says cyber attack may have exposed customers' data,0
388,AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...,2
338,CompaniesDiageo moves CFO to lead North American business,2
350,METALS-Zinc soars 10 pct  fuelling metals surge after Glencore cuts output,3
873,Britain facing winter of blackouts as National Grid warns of tightest power ...,1
240,Shell CEO van Beurden's remuneration fell in 2015,2
63,UPDATE 1-Seattle flotilla protests Shell's Arctic drilling plans,1
759,AstraZeneca to Buy ZS Pharma for $2.7 Billion,3
185,Shire proposes $30 bln all-share tie-up with Baxalta,3
223,BAE Systems's sales boosted by European Typhoon and currencies,3
41,BHP Billiton posts big loss  slashes dividend,0
1043,Tesco leads leap in FTSE 100; Marks & Spencer drops,3
922,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,1
637,Aberdeen to raise 100 mln stg to seed new funds,3
768,BT Group's third quarter revenues rise as restructure unveiled,3
283,CompaniesDiageo stays neutral on India boardroom turmoil,2
521,Tesco share price: Brand Guarantee comes under fire,1
338,CompaniesDiageo moves CFO to lead North American business,2
243,Shell seeks to remove Greenpeace activists from oil rig,2
96,Tesco set to sell Kipa  Giraffe businesses - Sky News,2
957,SSE to Shut Coal-Fired Plant Amid Shift to Gas  Renewable Energy,2
848,Hargreaves weathers torrid ISA season and Brexit fears,1
52,Barclays raises 603 million pounds from African business share sale,3
740,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,3
923,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,3
1050,Barclays appoints JPMorgan's Paul Compton as new COO,2
458,US judge rules that BP spill smaller than feared,2
256,Do it for me' trend underpins UK sales growth at Kingfisher,3
846,UPDATE 1-UK to start selling remaining Royal Mail shares,1
1110,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,3
539,Bidders Abandon Auction Of Tesco Data Unit,1
485,Broker tips: RBS  Croda  Sage,3
864,BP's fine for 2010 oil spill capped at $13.7 billion,0
963,Dave Lewis admits long road ahead for Tesco recovery,1
555,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,3
975,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,1
289,AO World shares tumble on profit warning,0
854,Lloyds Will Cut 640 Jobs  Close 23 Branches as Part of 2014 Plan,3
80,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,3
162,Zurich Insurance Considering Offer for UK Rival RSA Insurance,3
825,Royal Mail needs to deliver on modernisation plans  post haste,2
142,AstraZeneca does US$770mln anaesthetic deal,3
251,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,2
132,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,3
262,LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks,1
120,France raises concerns over proposed LSE-Deutsche Boerse deal,1
222,Amazon's grocery deal with Morrisons is only the beginning,3
867,FTSE 100 movers: BG Group leads the charge as resource stocks jump,4
701,HSBC Says Unit to Book $585 Million Charge on Settlement,1
1093,Barclays  Deutsche Bank Fight to Lift Profit Just Got Harder,1
409,Sotheby's chairman takes his final sale,2
784,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,3
542,Smith & Nephew 2015 trading profit beats expectations,3
296,Pearson lags as UK's FTSE slips off record high,1
168,Glencore shares rally after miner hits back,3
527,HSBC appoints business leaders to board,2
776,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,2
1031,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,1
463,Glencore chief blames rivals' overproduction for share price fall,1
1037,AstraZeneca sells rights to anaesthetics to South Africa's Aspen,3
189,BP asks for lower fine in penalty phase of Gulf spill trial,2
338,CompaniesDiageo moves CFO to lead North American business,2
259,AB InBev Holds Talks With Regulators About California Deals,2
358,Royal Mail hands chief executive Moya Greene a 13% rise in her pay package,2
385,Dave Lewis paid Â£4.1m for first 6 months at Tesco,2
254,ARM shrugs off smartphone slowdown as newer designs win share,2
1011,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,0
40,Brazil Vale says will appeal ruling to block assets for dam burst,2
672,GlaxoSmithKline beats profit forecasts despite Advair hit  lower margins,3
1022,Market Report: Aviva tops the market as traders approve of its choice of Friends,4
627,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,3
194,Silicon Fen' champion brings exacting approach to Rolls-Royce,2
500,Tesco loses two more directors as Garfield and Tammenoms step down,1
355,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration,1
1114,Berkshire Bought Apple Stake at $99.49 a Share  Filing Shows,2
766,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,1
278,Militants fire rockets at Algerian BP/Statoil gas plant  no casualties,1
174,ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,2
369,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,3
235,Britain's power supplies enough to meet winter demand - National Grid,3
185,Shire proposes $30 bln all-share tie-up with Baxalta,3
642,Gabon Considering Back Tax Penalties Against Royal Dutch Shell,1
673,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,2
1033,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,3
99,Standard Life slips as Greek worries peg back Britain's FTSE,1
862,MarketsProperty stocks under pressure after Standard Life fund move,1
1120,UK government cuts stake in Lloyds to below 11 pct,1
532,After Barclays and Bank of America  Citigroup has blockchain in sight,3
720,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,3
114,British American Tobacco drops and sues PwC over pollution scandal,1
576,UK's Morrisons in talks to sell convenience stores - source,2
1090,Meggitt agrees to buy US aerospace component firm for $340 million,3
26,Novo Nordisk and AstraZeneca seek tonic from key drug trials,2
443,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,3
588,CompaniesKingfisher bid for Mr Bricolage runs into trouble,1
848,Hargreaves weathers torrid ISA season and Brexit fears,1
1002,Centrica extends gas deals with Gazprom  Statoil,2
353,Sainsbury chief warns of squeeze on high street retailers,1
670,Five years after BP oil spill  some Gulf oystermen are losing hope,1
1032,Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates,3
389,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,3
836,Prudential hit by withdrawals from M&G investment arm,0
594,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,3
566,AstraZeneca wins US approval for longer use of blood thinner,3
1137,FDA panel backs Glaxo asthma drug for adults  not adolescents,3
373,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,3
1099,Shire share price under pressure after $32bn Baxalta deal,2
269,Shell  Chevron Await LNG's Return From `Pause Mode',2
503,Should You Buy Jumbo Yielders British American Tobacco plc  Centrica PLC & John Wood Group PLC?,2
1087,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,3
930,UPDATE 1-BHP Billiton's credit ratings fragile in FY16  agencies warn,1
496,Old Mutual to split up  may list some businesses,2
383,UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label  Good AZD9291 ...,3
838,Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,2
929,CompaniesThiam received Â£5m pay packet for final months at Prudential,2
1092,Bloomberg buys Barclays' benchmarking business,3
531,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,4
558,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,0
1031,Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,1
269,Shell  Chevron Await LNG's Return From `Pause Mode',2
47,Fitch: Citi's 1Q'15 Reports Much Improved Results,3
21,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,2
346,CFTC fines Barclays $560000 for inaccurate swaps position reports,0
1050,Barclays appoints JPMorgan's Paul Compton as new COO,2
610,Associated British Foods Profit Hit by Strong Sterling  Tough Sugar Business,1
170,Verizon and AT&T accused of hurting rivals,1
309,London open: Taylor Wimpey and Ashtead drive markets higher  Barclays falls,3
925,InterContinental Hotels denies exploring sale or merger,2
1052,Weir Group sees continued fall in orders from oil and gas business,1
67,Osborne extends Lloyds sell-off plan,1
547,Barclays Executive Harrison Denies Knowledge of Libor Fixing,1
156,Britain's FTSE bounces back  Mondi and Barratt lead,3
117,Kraft  Cadbury's and Britvic in Total Recall: how pulling a product affects profit,2
686,Sir Ken Morrison has taken a Â£6m stake in rival Sainsbury's,3
627,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,3
1139,Kingfisher share price slides on cost to implement new strategy,0
64,Petrofac books further Â£30m cost for Shetland gas terminal delays,1
494,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,2
340,Legal & General share price: Finance chief to step down,2
550,CompaniesAB InBev signals it won't go hostile for SABMiller,2
867,FTSE 100 movers: BG Group leads the charge as resource stocks jump,4
129,City spirits sink after Diageo comes up short with sales slide,1
559,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,3
532,After Barclays and Bank of America  Citigroup has blockchain in sight,3
281,Shell to Lay Off Another 2200 Staff,1
951,Exclusive - Britain targets sale of half its RBS stake in two years: sources,1
124,CompaniesG4S claims 'positive' start to the year,3
303,RBS breaks with past by tearing investment bank apart,2
85,BPI Says Caixabank  Isabel dos Santos Reach Agreement Over Angola Exposure,3
310,AstraZeneca profit down as sales of stalwarts fade,1
983,Dyson Wants to Create a Hair Dryer Revolution,3
456,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,0
1062,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,0
379,Industry NewsRevenue  earnings take a tumble at Weir Group,0
422,UPDATE 3-BP settles oil spill-related claims with Halliburton  Transocean,1
324,Persimmon reports strong trading despite EU vote and planning delays,3
776,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,2
356,AB InBev to Sell SABMiller Stake in China's Snow Beer,2
581,British American Tobacco first-half sales hurt by currency moves,1
644,Insight hires Aviva's David Hillier for multi-asset team,2
58,BP sees Q1 earnings slide as low oil prices take their toll,1
848,Hargreaves weathers torrid ISA season and Brexit fears,1
745,Cost savings help Robinsons maker Britvic to first-half profit,3
648,Tesco to close remaining Homeplus stores in UK,1
357,Persimmon share price climbs on 23% rise in full-year revenue,4
24,Whitbread eyes savings  price rises to offset wage rises,2
622,RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned,2
653,Brewer AB InBev seeks $275 bln tie-up with SABMiller,3
227,Shire says internal synergy goals from Baxalta deal higher,3
977,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,1
479,Report: Financial Times up for sale,2
304,Aberdeen Asset Management Gains Foothold In China,3
475,Royal Mail  Johnson Matthey lead FTSE lower,1
867,FTSE 100 movers: BG Group leads the charge as resource stocks jump,4
269,Shell  Chevron Await LNG's Return From `Pause Mode',2
1113,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,1
